population,cycle,cycle_week,snapshot_date,faculty,school,department,sub_department,course_code,course_name,fee_status,country_of_domicile,academic_level,month_of_entry,mode_of_attendance,applications,offers,replies,acceptances,status_new,status_in_review,status_conditional_offer,status_unconditional_offer,status_rejected,status_withdrawn,deferred,target,provisional_student_number,data_mode
PGR,2023,17,2023-01-16,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,30,6,2,1,5,19,5,1,4,1,0,36,35,Synthetic demonstration
PGR,2023,18,2023-01-23,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,31,6,2,1,5,20,5,1,4,1,0,36,35,Synthetic demonstration
PGR,2023,19,2023-01-30,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,30,6,2,1,4,19,5,1,4,1,0,36,35,Synthetic demonstration
PGR,2023,20,2023-02-06,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,33,8,3,2,5,19,7,1,5,1,0,36,35,Synthetic demonstration
PGR,2023,21,2023-02-13,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,38,9,4,2,5,22,7,2,6,1,0,36,35,Synthetic demonstration
PGR,2023,22,2023-02-20,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,39,10,5,3,5,21,8,2,7,1,0,36,35,Synthetic demonstration
PGR,2023,23,2023-02-27,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,42,12,6,4,5,21,10,2,8,1,0,36,35,Synthetic demonstration
PGR,2023,24,2023-03-06,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,46,14,8,5,6,22,11,3,9,1,0,36,35,Synthetic demonstration
PGR,2023,25,2023-03-13,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,48,15,9,5,6,21,12,3,10,2,0,36,35,Synthetic demonstration
PGR,2023,26,2023-03-20,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,51,17,11,7,6,21,14,3,11,2,0,36,35,Synthetic demonstration
PGR,2023,27,2023-03-27,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,47,16,11,7,5,19,13,3,10,2,0,36,35,Synthetic demonstration
PGR,2023,28,2023-04-03,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,53,18,13,8,6,21,15,3,12,2,0,36,35,Synthetic demonstration
PGR,2023,29,2023-04-10,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,56,19,14,9,6,23,16,3,12,2,0,36,35,Synthetic demonstration
PGR,2023,30,2023-04-17,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,54,18,14,9,5,22,15,3,12,2,0,36,35,Synthetic demonstration
PGR,2023,31,2023-04-24,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,57,19,16,10,5,23,16,3,13,2,0,36,35,Synthetic demonstration
PGR,2023,32,2023-05-01,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,58,20,18,11,5,23,16,4,13,2,0,36,35,Synthetic demonstration
PGR,2023,33,2023-05-08,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,61,21,19,12,5,25,17,4,13,2,0,36,35,Synthetic demonstration
PGR,2023,34,2023-05-15,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,66,22,20,12,6,27,18,4,15,2,0,36,35,Synthetic demonstration
PGR,2023,35,2023-05-22,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,68,23,21,13,5,28,19,4,15,2,0,36,35,Synthetic demonstration
PGR,2023,36,2023-05-29,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,63,21,19,12,5,26,17,4,14,2,0,36,35,Synthetic demonstration
PGR,2023,37,2023-06-05,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,67,23,21,13,5,27,19,4,15,2,0,36,35,Synthetic demonstration
PGR,2023,38,2023-06-12,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,68,23,21,13,5,28,19,4,15,2,0,36,35,Synthetic demonstration
PGR,2023,39,2023-06-19,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,69,23,21,13,4,29,19,4,15,2,0,36,35,Synthetic demonstration
PGR,2023,40,2023-06-26,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Home,United Kingdom,Not applicable,January,PT,69,23,21,13,4,29,19,4,15,2,0,36,35,Synthetic demonstration
PGR,2023,1,2022-09-26,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,India,Not applicable,January,PT,3,0,0,0,1,3,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,2,2022-10-03,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Singapore,Not applicable,January,PT,6,0,0,0,1,6,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,3,2022-10-10,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,India,Not applicable,January,PT,5,0,0,0,1,5,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,4,2022-10-17,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Saudi Arabia,Not applicable,January,PT,1,0,0,0,0,1,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,5,2022-10-24,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,United Arab Emirates,Not applicable,January,PT,5,0,0,0,1,5,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,6,2022-10-31,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Malaysia,Not applicable,January,PT,6,0,0,0,1,6,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,7,2022-11-07,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,United Arab Emirates,Not applicable,January,PT,5,0,0,0,1,5,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,8,2022-11-14,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,United States,Not applicable,January,PT,7,0,0,0,1,7,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,9,2022-11-21,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Canada,Not applicable,January,PT,6,0,0,0,1,6,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,10,2022-11-28,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Nigeria,Not applicable,January,PT,7,0,0,0,1,7,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,11,2022-12-05,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Hong Kong,Not applicable,January,PT,7,1,0,0,1,6,1,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,12,2022-12-12,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Singapore,Not applicable,January,PT,4,0,0,0,1,4,0,0,0,0,0,16,15,Synthetic demonstration
PGR,2023,13,2022-12-19,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Malaysia,Not applicable,January,PT,8,1,0,0,1,6,1,0,1,0,0,16,15,Synthetic demonstration
PGR,2023,14,2022-12-26,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,India,Not applicable,January,PT,8,1,0,0,1,6,1,0,1,0,0,16,15,Synthetic demonstration
PGR,2023,15,2023-01-02,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Saudi Arabia,Not applicable,January,PT,8,1,0,0,1,6,1,0,1,0,0,16,15,Synthetic demonstration
PGR,2023,16,2023-01-09,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,United Arab Emirates,Not applicable,January,PT,14,2,0,0,2,10,2,0,2,0,0,16,15,Synthetic demonstration
PGR,2023,17,2023-01-16,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Nigeria,Not applicable,January,PT,13,2,1,1,2,9,2,0,2,0,0,16,15,Synthetic demonstration
PGR,2023,18,2023-01-23,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Singapore,Not applicable,January,PT,13,2,1,1,2,9,2,0,2,0,0,16,15,Synthetic demonstration
PGR,2023,19,2023-01-30,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,United States,Not applicable,January,PT,13,2,1,1,2,9,2,0,2,0,0,16,15,Synthetic demonstration
PGR,2023,20,2023-02-06,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Canada,Not applicable,January,PT,16,3,1,1,2,11,2,1,2,0,0,16,15,Synthetic demonstration
PGR,2023,21,2023-02-13,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Singapore,Not applicable,January,PT,18,4,2,1,2,11,3,1,3,0,0,16,15,Synthetic demonstration
PGR,2023,22,2023-02-20,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Saudi Arabia,Not applicable,January,PT,15,3,1,1,2,9,2,1,3,0,0,16,15,Synthetic demonstration
PGR,2023,23,2023-02-27,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Singapore,Not applicable,January,PT,18,4,2,1,2,10,3,1,3,1,0,16,15,Synthetic demonstration
PGR,2023,24,2023-03-06,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Malaysia,Not applicable,January,PT,21,5,3,2,3,11,4,1,4,1,0,16,15,Synthetic demonstration
PGR,2023,25,2023-03-13,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Saudi Arabia,Not applicable,January,PT,16,4,2,1,2,8,3,1,3,1,0,16,15,Synthetic demonstration
PGR,2023,26,2023-03-20,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Nigeria,Not applicable,January,PT,21,6,4,2,2,10,5,1,4,1,0,16,15,Synthetic demonstration
PGR,2023,27,2023-03-27,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,India,Not applicable,January,PT,21,6,4,2,2,9,5,1,5,1,0,16,15,Synthetic demonstration
PGR,2023,28,2023-04-03,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Nigeria,Not applicable,January,PT,23,6,4,2,2,11,5,1,5,1,0,16,15,Synthetic demonstration
PGR,2023,29,2023-04-10,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,United States,Not applicable,January,PT,23,6,5,3,2,11,5,1,5,1,0,16,15,Synthetic demonstration
PGR,2023,30,2023-04-17,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Canada,Not applicable,January,PT,25,7,6,4,2,11,6,1,6,1,0,16,15,Synthetic demonstration
PGR,2023,31,2023-04-24,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Canada,Not applicable,January,PT,29,8,7,4,3,14,7,1,6,1,0,16,15,Synthetic demonstration
PGR,2023,32,2023-05-01,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Hong Kong,Not applicable,January,PT,25,7,6,4,2,11,6,1,6,1,0,16,15,Synthetic demonstration
PGR,2023,33,2023-05-08,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Singapore,Not applicable,January,PT,27,8,7,4,2,12,7,1,6,1,0,16,15,Synthetic demonstration
PGR,2023,34,2023-05-15,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Malaysia,Not applicable,January,PT,31,9,8,5,3,14,7,2,7,1,0,16,15,Synthetic demonstration
PGR,2023,35,2023-05-22,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Malaysia,Not applicable,January,PT,27,8,7,4,2,12,7,1,6,1,0,16,15,Synthetic demonstration
PGR,2023,36,2023-05-29,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Saudi Arabia,Not applicable,January,PT,32,9,8,5,2,15,7,2,7,1,0,16,15,Synthetic demonstration
PGR,2023,37,2023-06-05,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,United Arab Emirates,Not applicable,January,PT,29,8,7,4,2,14,7,1,6,1,0,16,15,Synthetic demonstration
PGR,2023,38,2023-06-12,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Nigeria,Not applicable,January,PT,33,9,8,5,2,16,7,2,7,1,0,16,15,Synthetic demonstration
PGR,2023,39,2023-06-19,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,Singapore,Not applicable,January,PT,31,9,8,5,2,14,7,2,7,1,0,16,15,Synthetic demonstration
PGR,2023,40,2023-06-26,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Overseas,United States,Not applicable,January,PT,30,8,7,4,2,14,7,1,7,1,0,16,15,Synthetic demonstration
PGR,2023,1,2022-09-26,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Pending assessment,Pending fee assessment,Not applicable,September,DL PT,0,0,0,0,0,0,0,0,0,0,0,2,2,Synthetic demonstration
PGR,2023,2,2022-10-03,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Pending assessment,Pending fee assessment,Not applicable,September,DL PT,0,0,0,0,0,0,0,0,0,0,0,2,2,Synthetic demonstration
PGR,2023,3,2022-10-10,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Pending assessment,Pending fee assessment,Not applicable,September,DL PT,1,0,0,0,0,1,0,0,0,0,0,2,2,Synthetic demonstration
PGR,2023,4,2022-10-17,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Pending assessment,Pending fee assessment,Not applicable,September,DL PT,2,0,0,0,0,2,0,0,0,0,0,2,2,Synthetic demonstration
PGR,2023,5,2022-10-24,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Pending assessment,Pending fee assessment,Not applicable,September,DL PT,0,0,0,0,0,0,0,0,0,0,0,2,2,Synthetic demonstration
PGR,2023,6,2022-10-31,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Pending assessment,Pending fee assessment,Not applicable,September,DL PT,0,0,0,0,0,0,0,0,0,0,0,2,2,Synthetic demonstration
PGR,2023,7,2022-11-07,Faculty of Science and Engineering,School of Engineering,Computer Science,Computer Science,PGR-CS,PhD Computer Science,Pending assessment,Pending fee assessment,Not applicable,September,DL PT,0,0,0,0,0,0,0,0,0,0,0,2,2,Synthetic demonstration
